WDA,Occupation Title,Measure,Workforce Development Area,Title1,January 2020,January 2021,Volume Chg
West Central,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Growing Occupations,West Central,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",12,16,4
West Central,Security Guards,Growing Occupations,West Central,Security Guards,5,10,5
West Central,"Cooks, Restaurant",Growing Occupations,West Central,"Cooks, Restaurant",7,12,5
West Central,"Office Clerks, General",Growing Occupations,West Central,"Office Clerks, General",6,12,6
West Central,Industrial Engineering Technicians,Growing Occupations,West Central,Industrial Engineering Technicians,3,10,7
West Central,First-Line Supervisors of Food Preparation and Serving Workers,Growing Occupations,West Central,First-Line Supervisors of Food Preparation and Serving Workers,5,12,7
West Central,"Combined Food Preparation and Serving Workers, Including Fast Food",Growing Occupations,West Central,"Combined Food Preparation and Serving Workers, Including Fast Food",24,31,7
West Central,"Financial Managers, Branch or Department",Growing Occupations,West Central,"Financial Managers, Branch or Department",2,10,8
West Central,Automotive Specialty Technicians,Growing Occupations,West Central,Automotive Specialty Technicians,3,11,8
West Central,Patient Representatives,Growing Occupations,West Central,Patient Representatives,4,12,8
West Central,First-Line Supervisors of Office and Administrative Support Workers,Growing Occupations,West Central,First-Line Supervisors of Office and Administrative Support Workers,4,13,9
West Central,Medical and Health Services Managers,Growing Occupations,West Central,Medical and Health Services Managers,9,18,9
West Central,Merchandise Displayers and Window Trimmers,Growing Occupations,West Central,Merchandise Displayers and Window Trimmers,3,13,10
West Central,Customer Service Representatives,Growing Occupations,West Central,Customer Service Representatives,11,21,10
West Central,Nursing Assistants,Growing Occupations,West Central,Nursing Assistants,15,26,11
West Central,Licensed Practical and Licensed Vocational Nurses,Growing Occupations,West Central,Licensed Practical and Licensed Vocational Nurses,24,35,11
West Central,Maids and Housekeeping Cleaners,Growing Occupations,West Central,Maids and Housekeeping Cleaners,1,14,13
West Central,Tellers,Growing Occupations,West Central,Tellers,8,22,14
West Central,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Growing Occupations,West Central,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",14,28,14
West Central,Accountants,Growing Occupations,West Central,Accountants,1,16,15
West Central,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Growing Occupations,West Central,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",8,23,15
West Central,Home Health Aides,Growing Occupations,West Central,Home Health Aides,10,25,15
West Central,First-Line Supervisors of Retail Sales Workers,Growing Occupations,West Central,First-Line Supervisors of Retail Sales Workers,62,77,15
West Central,Medical Assistants,Growing Occupations,West Central,Medical Assistants,11,27,16
West Central,"Stock Clerks, Sales Floor",Growing Occupations,West Central,"Stock Clerks, Sales Floor",12,28,16
West Central,"Laborers and Freight, Stock, and Material Movers, Hand",Growing Occupations,West Central,"Laborers and Freight, Stock, and Material Movers, Hand",22,41,19
West Central,Retail Salespersons,Growing Occupations,West Central,Retail Salespersons,67,94,27
West Central,Personal Care Aides,Growing Occupations,West Central,Personal Care Aides,8,39,31
West Central,Registered Nurses,Growing Occupations,West Central,Registered Nurses,43,101,58
Westmoreland-Fayette,Medical Records and Health Information Technicians,Growing Occupations,Westmoreland-Fayette,Medical Records and Health Information Technicians,19,22,3
Westmoreland-Fayette,"Production, Planning, and Expediting Clerks",Growing Occupations,Westmoreland-Fayette,"Production, Planning, and Expediting Clerks",19,22,3
Westmoreland-Fayette,Pharmacy Technicians,Growing Occupations,Westmoreland-Fayette,Pharmacy Technicians,26,29,3
Westmoreland-Fayette,Recreation Workers,Growing Occupations,Westmoreland-Fayette,Recreation Workers,8,12,4
Westmoreland-Fayette,Tax Preparers,Growing Occupations,Westmoreland-Fayette,Tax Preparers,10,14,4
Westmoreland-Fayette,Radiologic Technologists,Growing Occupations,Westmoreland-Fayette,Radiologic Technologists,10,14,4
Westmoreland-Fayette,Chefs and Head Cooks,Growing Occupations,Westmoreland-Fayette,Chefs and Head Cooks,10,14,4
Westmoreland-Fayette,"Financial Managers, Branch or Department",Growing Occupations,Westmoreland-Fayette,"Financial Managers, Branch or Department",15,19,4
Westmoreland-Fayette,"Stock Clerks, Sales Floor",Growing Occupations,Westmoreland-Fayette,"Stock Clerks, Sales Floor",44,48,4
Westmoreland-Fayette,"Billing, Cost, and Rate Clerks",Growing Occupations,Westmoreland-Fayette,"Billing, Cost, and Rate Clerks",5,10,5
Westmoreland-Fayette,Cost Estimators,Growing Occupations,Westmoreland-Fayette,Cost Estimators,6,11,5
Westmoreland-Fayette,Postal Service Clerks,Growing Occupations,Westmoreland-Fayette,Postal Service Clerks,6,11,5
Westmoreland-Fayette,"Sales Representatives, Services, All Other",Growing Occupations,Westmoreland-Fayette,"Sales Representatives, Services, All Other",8,13,5
Westmoreland-Fayette,Healthcare Social Workers,Growing Occupations,Westmoreland-Fayette,Healthcare Social Workers,10,15,5
Westmoreland-Fayette,Medical and Clinical Laboratory Technicians,Growing Occupations,Westmoreland-Fayette,Medical and Clinical Laboratory Technicians,12,17,5
Westmoreland-Fayette,Patient Representatives,Growing Occupations,Westmoreland-Fayette,Patient Representatives,31,36,5
Westmoreland-Fayette,Landscaping and Groundskeeping Workers,Growing Occupations,Westmoreland-Fayette,Landscaping and Groundskeeping Workers,4,10,6
Westmoreland-Fayette,Dental Assistants,Growing Occupations,Westmoreland-Fayette,Dental Assistants,6,12,6
Westmoreland-Fayette,Human Resources Specialists,Growing Occupations,Westmoreland-Fayette,Human Resources Specialists,8,14,6
Westmoreland-Fayette,Human Resources Managers,Growing Occupations,Westmoreland-Fayette,Human Resources Managers,3,10,7
Westmoreland-Fayette,Surgical Technologists,Growing Occupations,Westmoreland-Fayette,Surgical Technologists,3,10,7
Westmoreland-Fayette,Electricians,Growing Occupations,Westmoreland-Fayette,Electricians,3,10,7
Westmoreland-Fayette,Management Analysts,Growing Occupations,Westmoreland-Fayette,Management Analysts,6,13,7
Westmoreland-Fayette,Marketing Managers,Growing Occupations,Westmoreland-Fayette,Marketing Managers,12,19,7
Westmoreland-Fayette,Orderlies,Growing Occupations,Westmoreland-Fayette,Orderlies,2,10,8
Westmoreland-Fayette,"Child, Family, and School Social Workers",Growing Occupations,Westmoreland-Fayette,"Child, Family, and School Social Workers",3,11,8
Westmoreland-Fayette,Psychiatric Technicians,Growing Occupations,Westmoreland-Fayette,Psychiatric Technicians,3,11,8
Westmoreland-Fayette,Social and Human Service Assistants,Growing Occupations,Westmoreland-Fayette,Social and Human Service Assistants,5,13,8
Westmoreland-Fayette,Market Research Analysts and Marketing Specialists,Growing Occupations,Westmoreland-Fayette,Market Research Analysts and Marketing Specialists,9,17,8
Westmoreland-Fayette,Computer User Support Specialists,Growing Occupations,Westmoreland-Fayette,Computer User Support Specialists,19,27,8
Westmoreland-Fayette,"Sales and Related Workers, All Other",Growing Occupations,Westmoreland-Fayette,"Sales and Related Workers, All Other",5,14,9
Westmoreland-Fayette,Bartenders,Growing Occupations,Westmoreland-Fayette,Bartenders,11,20,9
Westmoreland-Fayette,"Bookkeeping, Accounting, and Auditing Clerks",Growing Occupations,Westmoreland-Fayette,"Bookkeeping, Accounting, and Auditing Clerks",15,24,9
Westmoreland-Fayette,"First-Line Supervisors of Mechanics, Installers, and Repairers",Growing Occupations,Westmoreland-Fayette,"First-Line Supervisors of Mechanics, Installers, and Repairers",15,24,9
Westmoreland-Fayette,First-Line Supervisors of Food Preparation and Serving Workers,Growing Occupations,Westmoreland-Fayette,First-Line Supervisors of Food Preparation and Serving Workers,20,29,9
Westmoreland-Fayette,Sales Managers,Growing Occupations,Westmoreland-Fayette,Sales Managers,21,30,9
Westmoreland-Fayette,Tellers,Growing Occupations,Westmoreland-Fayette,Tellers,21,30,9
Westmoreland-Fayette,Food Preparation Workers,Growing Occupations,Westmoreland-Fayette,Food Preparation Workers,1,11,10
Westmoreland-Fayette,Occupational Therapy Assistants,Growing Occupations,Westmoreland-Fayette,Occupational Therapy Assistants,2,12,10
Westmoreland-Fayette,"Healthcare Support Workers, All Other",Growing Occupations,Westmoreland-Fayette,"Healthcare Support Workers, All Other",2,12,10
Westmoreland-Fayette,Butchers and Meat Cutters,Growing Occupations,Westmoreland-Fayette,Butchers and Meat Cutters,2,12,10
Westmoreland-Fayette,"Meeting, Convention, and Event Planners",Growing Occupations,Westmoreland-Fayette,"Meeting, Convention, and Event Planners",3,13,10
Westmoreland-Fayette,Parking Lot Attendants,Growing Occupations,Westmoreland-Fayette,Parking Lot Attendants,3,13,10
Westmoreland-Fayette,"Educational, Guidance, School, and Vocational Counselors",Growing Occupations,Westmoreland-Fayette,"Educational, Guidance, School, and Vocational Counselors",6,16,10
Westmoreland-Fayette,Amusement and Recreation Attendants,Growing Occupations,Westmoreland-Fayette,Amusement and Recreation Attendants,7,17,10
Westmoreland-Fayette,Parts Salespersons,Growing Occupations,Westmoreland-Fayette,Parts Salespersons,7,17,10
Westmoreland-Fayette,First-Line Supervisors of Office and Administrative Support Workers,Growing Occupations,Westmoreland-Fayette,First-Line Supervisors of Office and Administrative Support Workers,13,23,10
Westmoreland-Fayette,Teacher Assistants,Growing Occupations,Westmoreland-Fayette,Teacher Assistants,15,25,10
Westmoreland-Fayette,Physical Therapist Assistants,Growing Occupations,Westmoreland-Fayette,Physical Therapist Assistants,2,13,11
Westmoreland-Fayette,"Order Fillers, Wholesale and Retail Sales",Growing Occupations,Westmoreland-Fayette,"Order Fillers, Wholesale and Retail Sales",3,14,11
Westmoreland-Fayette,Insurance Sales Agents,Growing Occupations,Westmoreland-Fayette,Insurance Sales Agents,7,18,11
Westmoreland-Fayette,Light Truck or Delivery Services Drivers,Growing Occupations,Westmoreland-Fayette,Light Truck or Delivery Services Drivers,17,28,11
Westmoreland-Fayette,Waiters and Waitresses,Growing Occupations,Westmoreland-Fayette,Waiters and Waitresses,35,46,11
Westmoreland-Fayette,"Cooks, Short Order",Growing Occupations,Westmoreland-Fayette,"Cooks, Short Order",2,14,12
Westmoreland-Fayette,Residential Advisors,Growing Occupations,Westmoreland-Fayette,Residential Advisors,3,15,12
Westmoreland-Fayette,"Preschool Teachers, Except Special Education",Growing Occupations,Westmoreland-Fayette,"Preschool Teachers, Except Special Education",15,27,12
Westmoreland-Fayette,"Office Clerks, General",Growing Occupations,Westmoreland-Fayette,"Office Clerks, General",23,35,12
Westmoreland-Fayette,Pharmacists,Growing Occupations,Westmoreland-Fayette,Pharmacists,5,18,13
Westmoreland-Fayette,Phlebotomists,Growing Occupations,Westmoreland-Fayette,Phlebotomists,5,18,13
Westmoreland-Fayette,Dishwashers,Growing Occupations,Westmoreland-Fayette,Dishwashers,15,28,13
Westmoreland-Fayette,Medical and Health Services Managers,Growing Occupations,Westmoreland-Fayette,Medical and Health Services Managers,42,55,13
Westmoreland-Fayette,Real Estate Sales Agents,Growing Occupations,Westmoreland-Fayette,Real Estate Sales Agents,7,21,14
Westmoreland-Fayette,General and Operations Managers,Growing Occupations,Westmoreland-Fayette,General and Operations Managers,34,48,14
Westmoreland-Fayette,Family and General Practitioners,Growing Occupations,Westmoreland-Fayette,Family and General Practitioners,6,21,15
Westmoreland-Fayette,First-Line Supervisors of Production and Operating Workers,Growing Occupations,Westmoreland-Fayette,First-Line Supervisors of Production and Operating Workers,10,25,15
Westmoreland-Fayette,Bakers,Growing Occupations,Westmoreland-Fayette,Bakers,11,26,15
Westmoreland-Fayette,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Growing Occupations,Westmoreland-Fayette,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",54,69,15
Westmoreland-Fayette,Cleaners of Vehicles and Equipment,Growing Occupations,Westmoreland-Fayette,Cleaners of Vehicles and Equipment,4,20,16
Westmoreland-Fayette,"Hotel, Motel, and Resort Desk Clerks",Growing Occupations,Westmoreland-Fayette,"Hotel, Motel, and Resort Desk Clerks",7,24,17
Westmoreland-Fayette,Dietitians and Nutritionists,Growing Occupations,Westmoreland-Fayette,Dietitians and Nutritionists,9,26,17
Westmoreland-Fayette,Automotive Specialty Technicians,Growing Occupations,Westmoreland-Fayette,Automotive Specialty Technicians,30,47,17
Westmoreland-Fayette,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Growing Occupations,Westmoreland-Fayette,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",9,27,18
