WDA,Occupation Title,Measure,Workforce Development Area,Title1,January 2020,January 2021,Volume Chg
Delaware,First-Line Supervisors of Retail Sales Workers,Growing Occupations,Delaware,First-Line Supervisors of Retail Sales Workers,211,210,-1
Delaware,Psychiatric Technicians,Growing Occupations,Delaware,Psychiatric Technicians,10,10,0
Delaware,Executive Secretaries and Executive Administrative Assistants,Growing Occupations,Delaware,Executive Secretaries and Executive Administrative Assistants,11,11,0
Delaware,Automotive Body and Related Repairers,Growing Occupations,Delaware,Automotive Body and Related Repairers,14,14,0
Delaware,Social and Human Service Assistants,Growing Occupations,Delaware,Social and Human Service Assistants,21,21,0
Delaware,Physician Assistants,Growing Occupations,Delaware,Physician Assistants,11,12,1
Delaware,"Hotel, Motel, and Resort Desk Clerks",Growing Occupations,Delaware,"Hotel, Motel, and Resort Desk Clerks",12,13,1
Delaware,Social and Community Service Managers,Growing Occupations,Delaware,Social and Community Service Managers,13,14,1
Delaware,"Postsecondary Teachers, All Other",Growing Occupations,Delaware,"Postsecondary Teachers, All Other",18,19,1
Delaware,Nonfarm Animal Caretakers,Growing Occupations,Delaware,Nonfarm Animal Caretakers,18,19,1
Delaware,Light Truck or Delivery Services Drivers,Growing Occupations,Delaware,Light Truck or Delivery Services Drivers,30,31,1
Delaware,First-Line Supervisors of Office and Administrative Support Workers,Growing Occupations,Delaware,First-Line Supervisors of Office and Administrative Support Workers,35,36,1
Delaware,Retail Salespersons,Growing Occupations,Delaware,Retail Salespersons,279,280,1
Delaware,Lawyers,Growing Occupations,Delaware,Lawyers,9,11,2
Delaware,Administrative Services Managers,Growing Occupations,Delaware,Administrative Services Managers,16,18,2
Delaware,Mental Health Counselors,Growing Occupations,Delaware,Mental Health Counselors,28,30,2
Delaware,Driver/Sales Workers,Growing Occupations,Delaware,Driver/Sales Workers,44,46,2
Delaware,First-Line Supervisors of Production and Operating Workers,Growing Occupations,Delaware,First-Line Supervisors of Production and Operating Workers,8,11,3
Delaware,Quality Control Systems Managers,Growing Occupations,Delaware,Quality Control Systems Managers,15,18,3
Delaware,"Teachers and Instructors, All Other",Growing Occupations,Delaware,"Teachers and Instructors, All Other",7,11,4
Delaware,"Property, Real Estate, and Community Association Managers",Growing Occupations,Delaware,"Property, Real Estate, and Community Association Managers",9,13,4
Delaware,Receptionists and Information Clerks,Growing Occupations,Delaware,Receptionists and Information Clerks,15,19,4
Delaware,Healthcare Social Workers,Growing Occupations,Delaware,Healthcare Social Workers,18,22,4
Delaware,"Education Administrators, Postsecondary",Growing Occupations,Delaware,"Education Administrators, Postsecondary",23,27,4
Delaware,Financial Analysts,Growing Occupations,Delaware,Financial Analysts,30,34,4
Delaware,Occupational Health and Safety Specialists,Growing Occupations,Delaware,Occupational Health and Safety Specialists,7,12,5
Delaware,"Painters, Construction and Maintenance",Growing Occupations,Delaware,"Painters, Construction and Maintenance",13,18,5
Delaware,Marriage and Family Therapists,Growing Occupations,Delaware,Marriage and Family Therapists,15,20,5
Delaware,"Middle School Teachers, Except Special and Career/Technical Education",Growing Occupations,Delaware,"Middle School Teachers, Except Special and Career/Technical Education",15,20,5
Delaware,Human Resources Specialists,Growing Occupations,Delaware,Human Resources Specialists,62,67,5
Delaware,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Growing Occupations,Delaware,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",80,85,5
Delaware,Amusement and Recreation Attendants,Growing Occupations,Delaware,Amusement and Recreation Attendants,4,10,6
Delaware,Compensation and Benefits Managers,Growing Occupations,Delaware,Compensation and Benefits Managers,5,11,6
Delaware,"Education Administrators, Elementary and Secondary School",Growing Occupations,Delaware,"Education Administrators, Elementary and Secondary School",6,12,6
Delaware,Industrial Machinery Mechanics,Growing Occupations,Delaware,Industrial Machinery Mechanics,7,13,6
Delaware,"Shipping, Receiving, and Traffic Clerks",Growing Occupations,Delaware,"Shipping, Receiving, and Traffic Clerks",12,18,6
Delaware,Dietitians and Nutritionists,Growing Occupations,Delaware,Dietitians and Nutritionists,13,19,6
Delaware,Information Security Analysts,Growing Occupations,Delaware,Information Security Analysts,31,37,6
Delaware,Merchandise Displayers and Window Trimmers,Growing Occupations,Delaware,Merchandise Displayers and Window Trimmers,60,66,6
Delaware,Clinical Research Coordinators,Growing Occupations,Delaware,Clinical Research Coordinators,5,12,7
Delaware,Automotive Master Mechanics,Growing Occupations,Delaware,Automotive Master Mechanics,5,12,7
Delaware,"Office Clerks, General",Growing Occupations,Delaware,"Office Clerks, General",31,38,7
Delaware,Regulatory Affairs Specialists,Growing Occupations,Delaware,Regulatory Affairs Specialists,5,13,8
Delaware,Parts Salespersons,Growing Occupations,Delaware,Parts Salespersons,5,13,8
Delaware,"Elementary School Teachers, Except Special Education",Growing Occupations,Delaware,"Elementary School Teachers, Except Special Education",11,19,8
Delaware,Plumbers,Growing Occupations,Delaware,Plumbers,1,10,9
Delaware,Demonstrators and Product Promoters,Growing Occupations,Delaware,Demonstrators and Product Promoters,15,24,9
Delaware,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Growing Occupations,Delaware,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4,14,10
Delaware,"Helpers--Installation, Maintenance, and Repair Workers",Growing Occupations,Delaware,"Helpers--Installation, Maintenance, and Repair Workers",4,14,10
Delaware,Landscaping and Groundskeeping Workers,Growing Occupations,Delaware,Landscaping and Groundskeeping Workers,13,24,11
Delaware,Electricians,Growing Occupations,Delaware,Electricians,4,16,12
Delaware,Nannies,Growing Occupations,Delaware,Nannies,19,31,12
Delaware,Recreation Workers,Growing Occupations,Delaware,Recreation Workers,25,37,12
Delaware,"Stock Clerks, Sales Floor",Growing Occupations,Delaware,"Stock Clerks, Sales Floor",48,60,12
Delaware,"Combined Food Preparation and Serving Workers, Including Fast Food",Growing Occupations,Delaware,"Combined Food Preparation and Serving Workers, Including Fast Food",136,148,12
Delaware,Customer Service Representatives,Growing Occupations,Delaware,Customer Service Representatives,163,175,12
Delaware,Payroll and Timekeeping Clerks,Growing Occupations,Delaware,Payroll and Timekeeping Clerks,2,15,13
Delaware,Veterinary Technologists and Technicians,Growing Occupations,Delaware,Veterinary Technologists and Technicians,4,17,13
Delaware,Rough Carpenters,Growing Occupations,Delaware,Rough Carpenters,5,19,14
Delaware,Construction Laborers,Growing Occupations,Delaware,Construction Laborers,17,31,14
Delaware,Licensed Practical and Licensed Vocational Nurses,Growing Occupations,Delaware,Licensed Practical and Licensed Vocational Nurses,96,110,14
Delaware,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",Growing Occupations,Delaware,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",11,27,16
Delaware,"Production Workers, All Other",Growing Occupations,Delaware,"Production Workers, All Other",12,29,17
Delaware,"Production, Planning, and Expediting Clerks",Growing Occupations,Delaware,"Production, Planning, and Expediting Clerks",18,35,17
Delaware,Food Preparation Workers,Growing Occupations,Delaware,Food Preparation Workers,4,23,19
Delaware,Pharmacists,Growing Occupations,Delaware,Pharmacists,21,42,21
Delaware,Speech-Language Pathologists,Growing Occupations,Delaware,Speech-Language Pathologists,16,38,22
Delaware,Teacher Assistants,Growing Occupations,Delaware,Teacher Assistants,41,64,23
Delaware,Maids and Housekeeping Cleaners,Growing Occupations,Delaware,Maids and Housekeeping Cleaners,25,50,25
Delaware,Veterinarians,Growing Occupations,Delaware,Veterinarians,3,29,26
Delaware,Heating and Air Conditioning Mechanics and Installers,Growing Occupations,Delaware,Heating and Air Conditioning Mechanics and Installers,11,43,32
Delaware,Personal Care Aides,Growing Occupations,Delaware,Personal Care Aides,51,85,34
Delaware,Security Guards,Growing Occupations,Delaware,Security Guards,55,91,36
Delaware,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Growing Occupations,Delaware,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",63,101,38
Delaware,General and Operations Managers,Growing Occupations,Delaware,General and Operations Managers,66,105,39
Delaware,Home Health Aides,Growing Occupations,Delaware,Home Health Aides,50,98,48
Delaware,"Maintenance and Repair Workers, General",Growing Occupations,Delaware,"Maintenance and Repair Workers, General",67,119,52
Delaware,"Laborers and Freight, Stock, and Material Movers, Hand",Growing Occupations,Delaware,"Laborers and Freight, Stock, and Material Movers, Hand",44,113,69
Lackawanna,"Postsecondary Teachers, All Other",Growing Occupations,Lackawanna,"Postsecondary Teachers, All Other",26,20,-6
Lackawanna,Customer Service Representatives,Growing Occupations,Lackawanna,Customer Service Representatives,34,31,-3
Lackawanna,Patient Representatives,Growing Occupations,Lackawanna,Patient Representatives,13,11,-2
Lackawanna,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Growing Occupations,Lackawanna,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",15,13,-2
Lackawanna,"Maintenance and Repair Workers, General",Growing Occupations,Lackawanna,"Maintenance and Repair Workers, General",23,21,-2
Lackawanna,"Education Administrators, Postsecondary",Growing Occupations,Lackawanna,"Education Administrators, Postsecondary",11,10,-1
Lackawanna,Driver/Sales Workers,Growing Occupations,Lackawanna,Driver/Sales Workers,12,12,0
Lackawanna,"Inspectors, Testers, Sorters, Samplers, and Weighers",Growing Occupations,Lackawanna,"Inspectors, Testers, Sorters, Samplers, and Weighers",9,10,1
Lackawanna,Sales Managers,Growing Occupations,Lackawanna,Sales Managers,10,12,2
Lackawanna,Pharmacy Technicians,Growing Occupations,Lackawanna,Pharmacy Technicians,11,13,2
Lackawanna,First-Line Supervisors of Food Preparation and Serving Workers,Growing Occupations,Lackawanna,First-Line Supervisors of Food Preparation and Serving Workers,9,12,3
Lackawanna,Tellers,Growing Occupations,Lackawanna,Tellers,9,12,3
Lackawanna,First-Line Supervisors of Retail Sales Workers,Growing Occupations,Lackawanna,First-Line Supervisors of Retail Sales Workers,42,45,3
Lackawanna,"First-Line Supervisors of Mechanics, Installers, and Repairers",Growing Occupations,Lackawanna,"First-Line Supervisors of Mechanics, Installers, and Repairers",7,11,4
Lackawanna,First-Line Supervisors of Production and Operating Workers,Growing Occupations,Lackawanna,First-Line Supervisors of Production and Operating Workers,7,11,4
Lackawanna,"Cooks, Restaurant",Growing Occupations,Lackawanna,"Cooks, Restaurant",14,18,4
Lackawanna,Pharmacists,Growing Occupations,Lackawanna,Pharmacists,15,20,5
Lackawanna,"Shipping, Receiving, and Traffic Clerks",Growing Occupations,Lackawanna,"Shipping, Receiving, and Traffic Clerks",6,12,6
Lackawanna,Phlebotomists,Growing Occupations,Lackawanna,Phlebotomists,7,13,6
Lackawanna,Nursing Assistants,Growing Occupations,Lackawanna,Nursing Assistants,55,61,6
Lackawanna,Medical Assistants,Growing Occupations,Lackawanna,Medical Assistants,5,12,7
Lackawanna,"Health Technologists and Technicians, All Other",Growing Occupations,Lackawanna,"Health Technologists and Technicians, All Other",7,14,7
Lackawanna,Personal Care Aides,Growing Occupations,Lackawanna,Personal Care Aides,13,20,7
Lackawanna,Medical Records and Health Information Technicians,Growing Occupations,Lackawanna,Medical Records and Health Information Technicians,2,10,8
Lackawanna,Quality Control Analysts,Growing Occupations,Lackawanna,Quality Control Analysts,3,11,8
Lackawanna,"Production, Planning, and Expediting Clerks",Growing Occupations,Lackawanna,"Production, Planning, and Expediting Clerks",4,12,8
Lackawanna,Light Truck or Delivery Services Drivers,Growing Occupations,Lackawanna,Light Truck or Delivery Services Drivers,4,12,8
Lackawanna,Maids and Housekeeping Cleaners,Growing Occupations,Lackawanna,Maids and Housekeeping Cleaners,11,19,8
Lackawanna,General and Operations Managers,Growing Occupations,Lackawanna,General and Operations Managers,13,21,8
Lackawanna,Medical and Health Services Managers,Growing Occupations,Lackawanna,Medical and Health Services Managers,24,32,8
Lackawanna,Security Guards,Growing Occupations,Lackawanna,Security Guards,24,32,8
Lackawanna,"Combined Food Preparation and Serving Workers, Including Fast Food",Growing Occupations,Lackawanna,"Combined Food Preparation and Serving Workers, Including Fast Food",25,33,8
Lackawanna,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Growing Occupations,Lackawanna,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",34,42,8
Lackawanna,Industrial Truck and Tractor Operators,Growing Occupations,Lackawanna,Industrial Truck and Tractor Operators,6,15,9
Lackawanna,Cashiers,Growing Occupations,Lackawanna,Cashiers,8,17,9
Lackawanna,"Laborers and Freight, Stock, and Material Movers, Hand",Growing Occupations,Lackawanna,"Laborers and Freight, Stock, and Material Movers, Hand",20,31,11
Lackawanna,"Stock Clerks, Sales Floor",Growing Occupations,Lackawanna,"Stock Clerks, Sales Floor",13,25,12
Lackawanna,"Production Workers, All Other",Growing Occupations,Lackawanna,"Production Workers, All Other",13,26,13
Lackawanna,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",Growing Occupations,Lackawanna,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",2,16,14
Lackawanna,Retail Salespersons,Growing Occupations,Lackawanna,Retail Salespersons,53,68,15
Lackawanna,"Managers, All Other",Growing Occupations,Lackawanna,"Managers, All Other",13,29,16
Lackawanna,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Growing Occupations,Lackawanna,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",10,27,17
Lackawanna,Automotive Specialty Technicians,Growing Occupations,Lackawanna,Automotive Specialty Technicians,5,26,21
Lackawanna,Home Health Aides,Growing Occupations,Lackawanna,Home Health Aides,18,43,25
Lackawanna,Licensed Practical and Licensed Vocational Nurses,Growing Occupations,Lackawanna,Licensed Practical and Licensed Vocational Nurses,46,73,27
Lackawanna,Registered Nurses,Growing Occupations,Lackawanna,Registered Nurses,101,141,40
Lackawanna,Heavy and Tractor-Trailer Truck Drivers,Growing Occupations,Lackawanna,Heavy and Tractor-Trailer Truck Drivers,30,81,51
Lancaster,Medical Assistants,Growing Occupations,Lancaster,Medical Assistants,57,53,-4
Lancaster,Loan Officers,Growing Occupations,Lancaster,Loan Officers,14,11,-3
Lancaster,"Bookkeeping, Accounting, and Auditing Clerks",Growing Occupations,Lancaster,"Bookkeeping, Accounting, and Auditing Clerks",17,14,-3
Lancaster,Medical Secretaries,Growing Occupations,Lancaster,Medical Secretaries,19,16,-3
Lancaster,Computer User Support Specialists,Growing Occupations,Lancaster,Computer User Support Specialists,22,19,-3
Lancaster,"Preschool Teachers, Except Special Education",Growing Occupations,Lancaster,"Preschool Teachers, Except Special Education",35,32,-3
Lancaster,Machinists,Growing Occupations,Lancaster,Machinists,13,11,-2
Lancaster,Physical Therapists,Growing Occupations,Lancaster,Physical Therapists,20,18,-2
Lancaster,Speech-Language Pathologists,Growing Occupations,Lancaster,Speech-Language Pathologists,23,21,-2
Lancaster,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Growing Occupations,Lancaster,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",78,76,-2
Lancaster,Cleaners of Vehicles and Equipment,Growing Occupations,Lancaster,Cleaners of Vehicles and Equipment,14,13,-1
Lancaster,Occupational Therapists,Growing Occupations,Lancaster,Occupational Therapists,10,10,0
Lancaster,Surgical Technologists,Growing Occupations,Lancaster,Surgical Technologists,11,11,0
Lancaster,Electrical Engineers,Growing Occupations,Lancaster,Electrical Engineers,16,16,0
Lancaster,Chemical Engineers,Growing Occupations,Lancaster,Chemical Engineers,10,11,1
Lancaster,Information Technology Project Managers,Growing Occupations,Lancaster,Information Technology Project Managers,11,12,1
Lancaster,"Production, Planning, and Expediting Clerks",Growing Occupations,Lancaster,"Production, Planning, and Expediting Clerks",11,12,1
Lancaster,Waiters and Waitresses,Growing Occupations,Lancaster,Waiters and Waitresses,17,18,1
Lancaster,First-Line Supervisors of Food Preparation and Serving Workers,Growing Occupations,Lancaster,First-Line Supervisors of Food Preparation and Serving Workers,18,19,1
Lancaster,Cashiers,Growing Occupations,Lancaster,Cashiers,19,20,1
Lancaster,First-Line Supervisors of Office and Administrative Support Workers,Growing Occupations,Lancaster,First-Line Supervisors of Office and Administrative Support Workers,20,21,1
Lancaster,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Growing Occupations,Lancaster,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",8,10,2
Lancaster,Phlebotomists,Growing Occupations,Lancaster,Phlebotomists,9,11,2
Lancaster,First-Line Supervisors of Housekeeping and Janitorial Workers,Growing Occupations,Lancaster,First-Line Supervisors of Housekeeping and Janitorial Workers,9,11,2
Lancaster,"Office Clerks, General",Growing Occupations,Lancaster,"Office Clerks, General",23,25,2
Lancaster,Quality Control Analysts,Growing Occupations,Lancaster,Quality Control Analysts,7,10,3
Lancaster,First-Line Supervisors of Construction Trades and Extraction Workers,Growing Occupations,Lancaster,First-Line Supervisors of Construction Trades and Extraction Workers,7,10,3
Lancaster,Bus and Truck Mechanics and Diesel Engine Specialists,Growing Occupations,Lancaster,Bus and Truck Mechanics and Diesel Engine Specialists,10,13,3
Lancaster,Accountants,Growing Occupations,Lancaster,Accountants,11,14,3
Lancaster,Industrial Truck and Tractor Operators,Growing Occupations,Lancaster,Industrial Truck and Tractor Operators,21,24,3
Lancaster,Human Resources Specialists,Growing Occupations,Lancaster,Human Resources Specialists,30,33,3
Lancaster,Automotive Specialty Technicians,Growing Occupations,Lancaster,Automotive Specialty Technicians,35,38,3
Lancaster,"Production Workers, All Other",Growing Occupations,Lancaster,"Production Workers, All Other",56,59,3
Lancaster,"Combined Food Preparation and Serving Workers, Including Fast Food",Growing Occupations,Lancaster,"Combined Food Preparation and Serving Workers, Including Fast Food",74,77,3
Lancaster,Retail Salespersons,Growing Occupations,Lancaster,Retail Salespersons,144,147,3
Lancaster,Dining Room and Cafeteria Attendants and Bartender Helpers,Growing Occupations,Lancaster,Dining Room and Cafeteria Attendants and Bartender Helpers,6,10,4
Lancaster,Social and Human Service Assistants,Growing Occupations,Lancaster,Social and Human Service Assistants,7,11,4
Lancaster,"Computer-Controlled Machine Tool Operators, Metal and Plastic",Growing Occupations,Lancaster,"Computer-Controlled Machine Tool Operators, Metal and Plastic",7,11,4
Lancaster,"Packers and Packagers, Hand",Growing Occupations,Lancaster,"Packers and Packagers, Hand",14,18,4
Lancaster,Nonfarm Animal Caretakers,Growing Occupations,Lancaster,Nonfarm Animal Caretakers,5,10,5
Lancaster,Recreation Workers,Growing Occupations,Lancaster,Recreation Workers,5,10,5
Lancaster,Insurance Sales Agents,Growing Occupations,Lancaster,Insurance Sales Agents,5,10,5
Lancaster,Dishwashers,Growing Occupations,Lancaster,Dishwashers,9,14,5
Lancaster,"Welders, Cutters, and Welder Fitters",Growing Occupations,Lancaster,"Welders, Cutters, and Welder Fitters",11,16,5
Lancaster,Medical and Health Services Managers,Growing Occupations,Lancaster,Medical and Health Services Managers,63,68,5
Lancaster,"Sales and Related Workers, All Other",Growing Occupations,Lancaster,"Sales and Related Workers, All Other",4,10,6
Lancaster,Landscaping and Groundskeeping Workers,Growing Occupations,Lancaster,Landscaping and Groundskeeping Workers,7,13,6
Lancaster,Helpers--Production Workers,Growing Occupations,Lancaster,Helpers--Production Workers,8,14,6
Lancaster,Mental Health Counselors,Growing Occupations,Lancaster,Mental Health Counselors,9,15,6
Lancaster,Business Intelligence Analysts,Growing Occupations,Lancaster,Business Intelligence Analysts,11,17,6
Lancaster,Medical and Clinical Laboratory Technicians,Growing Occupations,Lancaster,Medical and Clinical Laboratory Technicians,14,20,6
Lancaster,Light Truck or Delivery Services Drivers,Growing Occupations,Lancaster,Light Truck or Delivery Services Drivers,15,21,6
Lancaster,Customer Service Representatives,Growing Occupations,Lancaster,Customer Service Representatives,109,115,6
Lancaster,Mechanical Engineers,Growing Occupations,Lancaster,Mechanical Engineers,6,13,7
Lancaster,Public Relations Specialists,Growing Occupations,Lancaster,Public Relations Specialists,7,14,7
Lancaster,Market Research Analysts and Marketing Specialists,Growing Occupations,Lancaster,Market Research Analysts and Marketing Specialists,8,15,7
Lancaster,Physical Therapist Assistants,Growing Occupations,Lancaster,Physical Therapist Assistants,8,15,7
Lancaster,Critical Care Nurses,Growing Occupations,Lancaster,Critical Care Nurses,9,16,7
Lancaster,Teacher Assistants,Growing Occupations,Lancaster,Teacher Assistants,10,17,7
Lancaster,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Growing Occupations,Lancaster,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",12,19,7
Lancaster,Patient Representatives,Growing Occupations,Lancaster,Patient Representatives,12,19,7
Lancaster,Chemists,Growing Occupations,Lancaster,Chemists,15,22,7
Lancaster,Driver/Sales Workers,Growing Occupations,Lancaster,Driver/Sales Workers,25,32,7
Lancaster,"Financial Managers, Branch or Department",Growing Occupations,Lancaster,"Financial Managers, Branch or Department",15,23,8
Lancaster,First-Line Supervisors of Production and Operating Workers,Growing Occupations,Lancaster,First-Line Supervisors of Production and Operating Workers,34,42,8
Lancaster,Licensed Practical and Licensed Vocational Nurses,Growing Occupations,Lancaster,Licensed Practical and Licensed Vocational Nurses,91,99,8
Lancaster,Architectural and Engineering Managers,Growing Occupations,Lancaster,Architectural and Engineering Managers,1,10,9
Lancaster,Electronics Engineering Technicians,Growing Occupations,Lancaster,Electronics Engineering Technicians,5,14,9
Lancaster,Coaches and Scouts,Growing Occupations,Lancaster,Coaches and Scouts,2,12,10
Lancaster,Cost Estimators,Growing Occupations,Lancaster,Cost Estimators,3,13,10
Lancaster,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Growing Occupations,Lancaster,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",4,14,10
Lancaster,Receptionists and Information Clerks,Growing Occupations,Lancaster,Receptionists and Information Clerks,6,16,10
Lancaster,Computer Systems Analysts,Growing Occupations,Lancaster,Computer Systems Analysts,8,18,10
Lancaster,Marketing Managers,Growing Occupations,Lancaster,Marketing Managers,15,25,10
Lancaster,"Inspectors, Testers, Sorters, Samplers, and Weighers",Growing Occupations,Lancaster,"Inspectors, Testers, Sorters, Samplers, and Weighers",15,25,10
Lancaster,"Cooks, Restaurant",Growing Occupations,Lancaster,"Cooks, Restaurant",37,47,10
Lancaster,Construction Managers,Growing Occupations,Lancaster,Construction Managers,8,19,11
Lancaster,Pharmacists,Growing Occupations,Lancaster,Pharmacists,14,25,11
Lancaster,"First-Line Supervisors of Mechanics, Installers, and Repairers",Growing Occupations,Lancaster,"First-Line Supervisors of Mechanics, Installers, and Repairers",14,25,11
Lancaster,"Stock Clerks, Sales Floor",Growing Occupations,Lancaster,"Stock Clerks, Sales Floor",26,37,11
Lancaster,Construction Laborers,Growing Occupations,Lancaster,Construction Laborers,10,22,12
Lancaster,"Software Developers, Applications",Growing Occupations,Lancaster,"Software Developers, Applications",33,46,13
Lancaster,"Managers, All Other",Growing Occupations,Lancaster,"Managers, All Other",56,69,13
Lancaster,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Growing Occupations,Lancaster,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",4,18,14
Lancaster,Manufacturing Production Technicians,Growing Occupations,Lancaster,Manufacturing Production Technicians,5,20,15
Lancaster,"Shipping, Receiving, and Traffic Clerks",Growing Occupations,Lancaster,"Shipping, Receiving, and Traffic Clerks",10,25,15
Lancaster,Merchandise Displayers and Window Trimmers,Growing Occupations,Lancaster,Merchandise Displayers and Window Trimmers,35,51,16
Lancaster,Industrial Engineering Technicians,Growing Occupations,Lancaster,Industrial Engineering Technicians,11,29,18
Lancaster,Home Health Aides,Growing Occupations,Lancaster,Home Health Aides,14,32,18
Lancaster,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Growing Occupations,Lancaster,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",18,36,18
Lancaster,First-Line Supervisors of Retail Sales Workers,Growing Occupations,Lancaster,First-Line Supervisors of Retail Sales Workers,99,118,19
Lancaster,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",Growing Occupations,Lancaster,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",20,41,21
Lancaster,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Growing Occupations,Lancaster,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",23,44,21
Lancaster,Personal Care Aides,Growing Occupations,Lancaster,Personal Care Aides,14,37,23
Lancaster,General and Operations Managers,Growing Occupations,Lancaster,General and Operations Managers,16,39,23
Lancaster,"Maintenance and Repair Workers, General",Growing Occupations,Lancaster,"Maintenance and Repair Workers, General",51,75,24
Lancaster,Registered Nurses,Growing Occupations,Lancaster,Registered Nurses,188,215,27
Lancaster,Security Guards,Growing Occupations,Lancaster,Security Guards,41,76,35
Lancaster,"Laborers and Freight, Stock, and Material Movers, Hand",Growing Occupations,Lancaster,"Laborers and Freight, Stock, and Material Movers, Hand",59,111,52
Lancaster,Heavy and Tractor-Trailer Truck Drivers,Growing Occupations,Lancaster,Heavy and Tractor-Trailer Truck Drivers,67,177,110
Lehigh Valley,Business Intelligence Analysts,Growing Occupations,Lehigh Valley,Business Intelligence Analysts,29,31,2
Lehigh Valley,Personal Care Aides,Growing Occupations,Lehigh Valley,Personal Care Aides,131,133,2
Lehigh Valley,Logisticians,Growing Occupations,Lehigh Valley,Logisticians,9,12,3
Lehigh Valley,Radiologic Technologists,Growing Occupations,Lehigh Valley,Radiologic Technologists,19,22,3
Lehigh Valley,Dietitians and Nutritionists,Growing Occupations,Lehigh Valley,Dietitians and Nutritionists,24,27,3
Lehigh Valley,Social and Human Service Assistants,Growing Occupations,Lehigh Valley,Social and Human Service Assistants,31,34,3
Lehigh Valley,"Office Clerks, General",Growing Occupations,Lehigh Valley,"Office Clerks, General",39,42,3
Lehigh Valley,Construction Carpenters,Growing Occupations,Lehigh Valley,Construction Carpenters,6,10,4
Lehigh Valley,Highway Maintenance Workers,Growing Occupations,Lehigh Valley,Highway Maintenance Workers,7,11,4
Lehigh Valley,Training and Development Specialists,Growing Occupations,Lehigh Valley,Training and Development Specialists,9,13,4
Lehigh Valley,Purchasing Managers,Growing Occupations,Lehigh Valley,Purchasing Managers,11,15,4
Lehigh Valley,"Health Diagnosing and Treating Practitioners, All Other",Growing Occupations,Lehigh Valley,"Health Diagnosing and Treating Practitioners, All Other",5,10,5
Lehigh Valley,Butchers and Meat Cutters,Growing Occupations,Lehigh Valley,Butchers and Meat Cutters,5,10,5
Lehigh Valley,Electricians,Growing Occupations,Lehigh Valley,Electricians,6,11,5
Lehigh Valley,Graphic Designers,Growing Occupations,Lehigh Valley,Graphic Designers,7,12,5
Lehigh Valley,Automotive Body and Related Repairers,Growing Occupations,Lehigh Valley,Automotive Body and Related Repairers,14,19,5
Lehigh Valley,Occupational Health and Safety Specialists,Growing Occupations,Lehigh Valley,Occupational Health and Safety Specialists,16,21,5
Lehigh Valley,Psychiatric Technicians,Growing Occupations,Lehigh Valley,Psychiatric Technicians,28,33,5
Lehigh Valley,Rough Carpenters,Growing Occupations,Lehigh Valley,Rough Carpenters,4,10,6
Lehigh Valley,Tire Repairers and Changers,Growing Occupations,Lehigh Valley,Tire Repairers and Changers,5,11,6
Lehigh Valley,"Painters, Construction and Maintenance",Growing Occupations,Lehigh Valley,"Painters, Construction and Maintenance",6,12,6
Lehigh Valley,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Growing Occupations,Lehigh Valley,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",6,12,6
Lehigh Valley,"Tax Examiners and Collectors, and Revenue Agents",Growing Occupations,Lehigh Valley,"Tax Examiners and Collectors, and Revenue Agents",10,16,6
Lehigh Valley,Printing Press Operators,Growing Occupations,Lehigh Valley,Printing Press Operators,10,16,6
Lehigh Valley,Occupational Therapists,Growing Occupations,Lehigh Valley,Occupational Therapists,13,19,6
