WDA,Industry Title,Measure,Workforce Development Area,Title1,January 2020,January 2021,Volume Chg
Pocono,Furniture Stores,Growing Industries,Pocono,Furniture Stores,5,19,14
Pocono,General Medical and Surgical Hospitals,Growing Industries,Pocono,General Medical and Surgical Hospitals,24,18,-6
Pocono,Home Centers,Growing Industries,Pocono,Home Centers,123,111,-12
Pocono,Home Health Care Services,Growing Industries,Pocono,Home Health Care Services,24,66,42
Pocono,Hotels (except Casino Hotels) and Motels,Growing Industries,Pocono,Hotels (except Casino Hotels) and Motels,19,60,41
Pocono,Kidney Dialysis Centers,Growing Industries,Pocono,Kidney Dialysis Centers,2,15,13
Pocono,Limited-Service Restaurants,Growing Industries,Pocono,Limited-Service Restaurants,23,19,-4
Pocono,Pharmaceutical Preparation Manufacturing,Growing Industries,Pocono,Pharmaceutical Preparation Manufacturing,108,109,1
Pocono,Pharmacies and Drug Stores,Growing Industries,Pocono,Pharmacies and Drug Stores,30,49,19
Pocono,Refrigerated Warehousing and Storage,Growing Industries,Pocono,Refrigerated Warehousing and Storage,10,11,1
Pocono,Security Guards and Patrol Services,Growing Industries,Pocono,Security Guards and Patrol Services,8,10,2
Pocono,Supermarkets and Other Grocery (except Convenience) Stores,Growing Industries,Pocono,Supermarkets and Other Grocery (except Convenience) Stores,28,17,-11
Pocono,Warehouse Clubs and Supercenters,Growing Industries,Pocono,Warehouse Clubs and Supercenters,27,18,-9
South Central,Administration of Conservation Programs,Growing Industries,South Central,Administration of Conservation Programs,5,14,9
South Central,Administration of Veterans' Affairs,Growing Industries,South Central,Administration of Veterans' Affairs,26,109,83
South Central,Administrative Management and General Management Consulting Services,Growing Industries,South Central,Administrative Management and General Management Consulting Services,33,398,365
South Central,All Other General Merchandise Stores,Growing Industries,South Central,All Other General Merchandise Stores,59,87,28
South Central,Analytical Laboratory Instrument Manufacturing,Growing Industries,South Central,Analytical Laboratory Instrument Manufacturing,89,230,141
South Central,Asphalt Shingle and Coating Materials Manufacturing,Growing Industries,South Central,Asphalt Shingle and Coating Materials Manufacturing,11,10,-1
South Central,Assisted Living Facilities for the Elderly,Growing Industries,South Central,Assisted Living Facilities for the Elderly,22,29,7
South Central,Baked Goods Stores,Growing Industries,South Central,Baked Goods Stores,4,15,11
South Central,Book Publishers,Growing Industries,South Central,Book Publishers,15,70,55
South Central,Chocolate and Confectionery Manufacturing from Cacao Beans,Growing Industries,South Central,Chocolate and Confectionery Manufacturing from Cacao Beans,129,136,7
South Central,Civic and Social Organizations,Growing Industries,South Central,Civic and Social Organizations,12,18,6
South Central,"Colleges, Universities, and Professional Schools",Growing Industries,South Central,"Colleges, Universities, and Professional Schools",614,811,197
South Central,Commercial Banking,Growing Industries,South Central,Commercial Banking,177,174,-3
South Central,Commercial and Institutional Building Construction,Growing Industries,South Central,Commercial and Institutional Building Construction,4,12,8
South Central,Computer Systems Design Services,Growing Industries,South Central,Computer Systems Design Services,58,44,-14
South Central,Concrete Block and Brick Manufacturing,Growing Industries,South Central,Concrete Block and Brick Manufacturing,17,17,0
South Central,Correctional Institutions,Growing Industries,South Central,Correctional Institutions,11,13,2
South Central,"Cosmetics, Beauty Supplies, and Perfume Stores",Growing Industries,South Central,"Cosmetics, Beauty Supplies, and Perfume Stores",40,13,-27
South Central,Couriers and Express Delivery Services,Growing Industries,South Central,Couriers and Express Delivery Services,100,161,61
South Central,Credit Card Issuing,Growing Industries,South Central,Credit Card Issuing,26,16,-10
South Central,Custom Computer Programming Services,Growing Industries,South Central,Custom Computer Programming Services,23,26,3
South Central,Dental Equipment and Supplies Manufacturing,Growing Industries,South Central,Dental Equipment and Supplies Manufacturing,7,12,5
South Central,Department Stores (except Discount Department Stores),Growing Industries,South Central,Department Stores (except Discount Department Stores),31,37,6
South Central,Direct Health and Medical Insurance Carriers,Growing Industries,South Central,Direct Health and Medical Insurance Carriers,363,648,285
South Central,Direct Life Insurance Carriers,Growing Industries,South Central,Direct Life Insurance Carriers,24,55,31
South Central,Discount Department Stores,Growing Industries,South Central,Discount Department Stores,21,41,20
South Central,Electronic Shopping,Growing Industries,South Central,Electronic Shopping,11,29,18
South Central,Electronics Stores,Growing Industries,South Central,Electronics Stores,40,18,-22
South Central,Engineering Services,Growing Industries,South Central,Engineering Services,83,90,7
South Central,Family Clothing Stores,Growing Industries,South Central,Family Clothing Stores,57,30,-27
South Central,Fluid Milk Manufacturing,Growing Industries,South Central,Fluid Milk Manufacturing,30,36,6
South Central,Food (Health) Supplement Stores,Growing Industries,South Central,Food (Health) Supplement Stores,15,12,-3
South Central,Food Service Contractors,Growing Industries,South Central,Food Service Contractors,57,123,66
South Central,Full-Service Restaurants,Growing Industries,South Central,Full-Service Restaurants,58,106,48
South Central,Furniture Stores,Growing Industries,South Central,Furniture Stores,2,22,20
South Central,Gasoline Stations with Convenience Stores,Growing Industries,South Central,Gasoline Stations with Convenience Stores,5,29,24
South Central,General Automotive Repair,Growing Industries,South Central,General Automotive Repair,17,18,1
South Central,"General Freight Trucking, Long-Distance, Less Than Truckload",Growing Industries,South Central,"General Freight Trucking, Long-Distance, Less Than Truckload",14,31,17
South Central,"General Freight Trucking, Long-Distance, Truckload",Growing Industries,South Central,"General Freight Trucking, Long-Distance, Truckload",112,178,66
South Central,General Line Grocery Merchant Wholesalers,Growing Industries,South Central,General Line Grocery Merchant Wholesalers,48,118,70
South Central,General Medical and Surgical Hospitals,Growing Industries,South Central,General Medical and Surgical Hospitals,1270,1545,275
South Central,General Warehousing and Storage,Growing Industries,South Central,General Warehousing and Storage,35,50,15
South Central,Hardware Stores,Growing Industries,South Central,Hardware Stores,3,12,9
South Central,Hazardous Waste Treatment and Disposal,Growing Industries,South Central,Hazardous Waste Treatment and Disposal,11,11,0
South Central,Heavy Duty Truck Manufacturing,Growing Industries,South Central,Heavy Duty Truck Manufacturing,22,16,-6
South Central,Home Centers,Growing Industries,South Central,Home Centers,269,260,-9
South Central,Home Health Care Services,Growing Industries,South Central,Home Health Care Services,83,137,54
South Central,Iron and Steel Mills and Ferroalloy Manufacturing,Growing Industries,South Central,Iron and Steel Mills and Ferroalloy Manufacturing,1,11,10
South Central,Janitorial Services,Growing Industries,South Central,Janitorial Services,17,22,5
South Central,Kidney Dialysis Centers,Growing Industries,South Central,Kidney Dialysis Centers,15,38,23
South Central,Landscaping Services,Growing Industries,South Central,Landscaping Services,14,10,-4
South Central,Lessors of Nonresidential Buildings (except Miniwarehouses),Growing Industries,South Central,Lessors of Nonresidential Buildings (except Miniwarehouses),21,50,29
South Central,Limited-Service Restaurants,Growing Industries,South Central,Limited-Service Restaurants,174,165,-9
South Central,Marketing Consulting Services,Growing Industries,South Central,Marketing Consulting Services,6,13,7
South Central,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",Growing Industries,South Central,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",17,25,8
South Central,Medical Laboratories,Growing Industries,South Central,Medical Laboratories,6,13,7
South Central,Motor Vehicle Supplies and New Parts Merchant Wholesalers,Growing Industries,South Central,Motor Vehicle Supplies and New Parts Merchant Wholesalers,14,14,0
South Central,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",Growing Industries,South Central,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",25,23,-2
South Central,Music Publishers,Growing Industries,South Central,Music Publishers,2,16,14
South Central,Musical Instrument and Supplies Stores,Growing Industries,South Central,Musical Instrument and Supplies Stores,15,13,-2
South Central,National Security,Growing Industries,South Central,National Security,3,55,52
South Central,Newspaper Publishers,Growing Industries,South Central,Newspaper Publishers,10,13,3
South Central,Nursing Care Facilities (Skilled Nursing Facilities),Growing Industries,South Central,Nursing Care Facilities (Skilled Nursing Facilities),75,122,47
South Central,Office Supplies and Stationery Stores,Growing Industries,South Central,Office Supplies and Stationery Stores,32,42,10
South Central,Offices of Dentists,Growing Industries,South Central,Offices of Dentists,20,16,-4
South Central,Offices of Real Estate Agents and Brokers,Growing Industries,South Central,Offices of Real Estate Agents and Brokers,3,14,11
South Central,Optical Goods Stores,Growing Industries,South Central,Optical Goods Stores,8,17,9
South Central,Other Accounting Services,Growing Industries,South Central,Other Accounting Services,17,26,9
South Central,Other Gasoline Stations,Growing Industries,South Central,Other Gasoline Stations,48,57,9
South Central,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",Growing Industries,South Central,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",6,11,5
South Central,Packaged Frozen Food Merchant Wholesalers,Growing Industries,South Central,Packaged Frozen Food Merchant Wholesalers,18,36,18
South Central,Packaging and Labeling Services,Growing Industries,South Central,Packaging and Labeling Services,11,10,-1
South Central,Paint and Coating Manufacturing,Growing Industries,South Central,Paint and Coating Manufacturing,38,12,-26
South Central,Paint and Wallpaper Stores,Growing Industries,South Central,Paint and Wallpaper Stores,40,41,1
South Central,Paper Bag and Coated and Treated Paper Manufacturing,Growing Industries,South Central,Paper Bag and Coated and Treated Paper Manufacturing,24,24,0
South Central,Pet and Pet Supplies Stores,Growing Industries,South Central,Pet and Pet Supplies Stores,24,62,38
South Central,Pharmaceutical Preparation Manufacturing,Growing Industries,South Central,Pharmaceutical Preparation Manufacturing,49,161,112
South Central,Pipeline Transportation of Natural Gas,Growing Industries,South Central,Pipeline Transportation of Natural Gas,4,15,11
South Central,"Process, Physical Distribution, and Logistics Consulting Services",Growing Industries,South Central,"Process, Physical Distribution, and Logistics Consulting Services",50,93,43
South Central,Recreational Vehicle Dealers,Growing Industries,South Central,Recreational Vehicle Dealers,10,16,6
South Central,Security Guards and Patrol Services,Growing Industries,South Central,Security Guards and Patrol Services,47,71,24
South Central,Semiconductor and Related Device Manufacturing,Growing Industries,South Central,Semiconductor and Related Device Manufacturing,2,10,8
South Central,Services for the Elderly and Persons with Disabilities,Growing Industries,South Central,Services for the Elderly and Persons with Disabilities,22,18,-4
South Central,Shoe Stores,Growing Industries,South Central,Shoe Stores,2,14,12
South Central,Snack and Nonalcoholic Beverage Bars,Growing Industries,South Central,Snack and Nonalcoholic Beverage Bars,15,16,1
South Central,Soft Drink Manufacturing,Growing Industries,South Central,Soft Drink Manufacturing,29,30,1
South Central,Software Publishers,Growing Industries,South Central,Software Publishers,15,76,61
South Central,Solid Waste Collection,Growing Industries,South Central,Solid Waste Collection,56,27,-29
South Central,Solid Waste Landfill,Growing Industries,South Central,Solid Waste Landfill,24,20,-4
South Central,Sporting Goods Stores,Growing Industries,South Central,Sporting Goods Stores,30,33,3
South Central,Supermarkets and Other Grocery (except Convenience) Stores,Growing Industries,South Central,Supermarkets and Other Grocery (except Convenience) Stores,62,72,10
South Central,Tax Preparation Services,Growing Industries,South Central,Tax Preparation Services,26,19,-7
South Central,Television Broadcasting,Growing Industries,South Central,Television Broadcasting,7,19,12
South Central,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",Growing Industries,South Central,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",82,135,53
South Central,Used Merchandise Stores,Growing Industries,South Central,Used Merchandise Stores,41,34,-7
South Central,Warehouse Clubs and Supercenters,Growing Industries,South Central,Warehouse Clubs and Supercenters,55,68,13
South Central,Wheat Farming,Growing Industries,South Central,Wheat Farming,1,10,9
South Central,Women's Clothing Stores,Growing Industries,South Central,Women's Clothing Stores,24,12,-12
South Central,Wood Kitchen Cabinet and Countertop Manufacturing,Growing Industries,South Central,Wood Kitchen Cabinet and Countertop Manufacturing,10,11,1
South Central,Wood Window and Door Manufacturing,Growing Industries,South Central,Wood Window and Door Manufacturing,1,28,27
Southern Alleghenies,Administration of Veterans' Affairs,Growing Industries,Southern Alleghenies,Administration of Veterans' Affairs,17,43,26
Southern Alleghenies,All Other General Merchandise Stores,Growing Industries,Southern Alleghenies,All Other General Merchandise Stores,17,40,23
Southern Alleghenies,All Other Support Services,Growing Industries,Southern Alleghenies,All Other Support Services,2,17,15
Southern Alleghenies,Automotive Parts and Accessories Stores,Growing Industries,Southern Alleghenies,Automotive Parts and Accessories Stores,43,26,-17
Southern Alleghenies,"Colleges, Universities, and Professional Schools",Growing Industries,Southern Alleghenies,"Colleges, Universities, and Professional Schools",21,22,1
Southern Alleghenies,Commercial Banking,Growing Industries,Southern Alleghenies,Commercial Banking,25,17,-8
Southern Alleghenies,Full-Service Restaurants,Growing Industries,Southern Alleghenies,Full-Service Restaurants,12,19,7
Southern Alleghenies,Furniture Stores,Growing Industries,Southern Alleghenies,Furniture Stores,2,12,10
Southern Alleghenies,"General Freight Trucking, Long-Distance, Truckload",Growing Industries,Southern Alleghenies,"General Freight Trucking, Long-Distance, Truckload",32,41,9
Southern Alleghenies,General Line Grocery Merchant Wholesalers,Growing Industries,Southern Alleghenies,General Line Grocery Merchant Wholesalers,3,13,10
Southern Alleghenies,General Medical and Surgical Hospitals,Growing Industries,Southern Alleghenies,General Medical and Surgical Hospitals,290,367,77
Southern Alleghenies,Grain and Field Bean Merchant Wholesalers,Growing Industries,Southern Alleghenies,Grain and Field Bean Merchant Wholesalers,47,61,14
Southern Alleghenies,Heavy Duty Truck Manufacturing,Growing Industries,Southern Alleghenies,Heavy Duty Truck Manufacturing,28,17,-11
Southern Alleghenies,Home Centers,Growing Industries,Southern Alleghenies,Home Centers,58,70,12
Southern Alleghenies,Home Health Care Services,Growing Industries,Southern Alleghenies,Home Health Care Services,28,96,68
Southern Alleghenies,Hotels (except Casino Hotels) and Motels,Growing Industries,Southern Alleghenies,Hotels (except Casino Hotels) and Motels,67,11,-56
Southern Alleghenies,Landscaping Services,Growing Industries,Southern Alleghenies,Landscaping Services,10,11,1
Southern Alleghenies,Limited-Service Restaurants,Growing Industries,Southern Alleghenies,Limited-Service Restaurants,15,12,-3
Southern Alleghenies,Machine Tool Manufacturing,Growing Industries,Southern Alleghenies,Machine Tool Manufacturing,5,10,5
Southern Alleghenies,Motor Vehicle Supplies and New Parts Merchant Wholesalers,Growing Industries,Southern Alleghenies,Motor Vehicle Supplies and New Parts Merchant Wholesalers,4,11,7
Southern Alleghenies,Nursing Care Facilities (Skilled Nursing Facilities),Growing Industries,Southern Alleghenies,Nursing Care Facilities (Skilled Nursing Facilities),32,35,3
Southern Alleghenies,Pet and Pet Supplies Stores,Growing Industries,Southern Alleghenies,Pet and Pet Supplies Stores,6,27,21
Southern Alleghenies,Pharmacies and Drug Stores,Growing Industries,Southern Alleghenies,Pharmacies and Drug Stores,42,93,51
Southern Alleghenies,Software Publishers,Growing Industries,Southern Alleghenies,Software Publishers,2,22,20
Southern Alleghenies,Supermarkets and Other Grocery (except Convenience) Stores,Growing Industries,Southern Alleghenies,Supermarkets and Other Grocery (except Convenience) Stores,16,30,14
Southern Alleghenies,Tax Preparation Services,Growing Industries,Southern Alleghenies,Tax Preparation Services,3,13,10
Southern Alleghenies,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",Growing Industries,Southern Alleghenies,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",9,13,4
Southwest Corner,All Other General Merchandise Stores,Growing Industries,Southwest Corner,All Other General Merchandise Stores,64,54,-10
Southwest Corner,Automobile Manufacturing,Growing Industries,Southwest Corner,Automobile Manufacturing,14,18,4
Southwest Corner,Automotive Parts and Accessories Stores,Growing Industries,Southwest Corner,Automotive Parts and Accessories Stores,49,74,25
Southwest Corner,Child Day Care Services,Growing Industries,Southwest Corner,Child Day Care Services,14,12,-2
Southwest Corner,"Colleges, Universities, and Professional Schools",Growing Industries,Southwest Corner,"Colleges, Universities, and Professional Schools",203,46,-157
Southwest Corner,Commercial Banking,Growing Industries,Southwest Corner,Commercial Banking,39,32,-7
Southwest Corner,Computer Systems Design Services,Growing Industries,Southwest Corner,Computer Systems Design Services,15,11,-4
Southwest Corner,Convenience Stores,Growing Industries,Southwest Corner,Convenience Stores,8,32,24
Southwest Corner,Couriers and Express Delivery Services,Growing Industries,Southwest Corner,Couriers and Express Delivery Services,9,25,16
Southwest Corner,Department Stores (except Discount Department Stores),Growing Industries,Southwest Corner,Department Stores (except Discount Department Stores),3,14,11
Southwest Corner,Direct Health and Medical Insurance Carriers,Growing Industries,Southwest Corner,Direct Health and Medical Insurance Carriers,62,47,-15
Southwest Corner,Direct Life Insurance Carriers,Growing Industries,Southwest Corner,Direct Life Insurance Carriers,13,53,40
Southwest Corner,Electric Power Distribution,Growing Industries,Southwest Corner,Electric Power Distribution,8,14,6
Southwest Corner,Electronic Shopping,Growing Industries,Southwest Corner,Electronic Shopping,1,96,95
Southwest Corner,Engineering Services,Growing Industries,Southwest Corner,Engineering Services,58,23,-35
Southwest Corner,Family Clothing Stores,Growing Industries,Southwest Corner,Family Clothing Stores,28,24,-4
Southwest Corner,Food Service Contractors,Growing Industries,Southwest Corner,Food Service Contractors,4,18,14
Southwest Corner,Full-Service Restaurants,Growing Industries,Southwest Corner,Full-Service Restaurants,22,81,59
Southwest Corner,Furniture Stores,Growing Industries,Southwest Corner,Furniture Stores,9,13,4
Southwest Corner,"General Freight Trucking, Long-Distance, Truckload",Growing Industries,Southwest Corner,"General Freight Trucking, Long-Distance, Truckload",21,21,0
Southwest Corner,General Medical and Surgical Hospitals,Growing Industries,Southwest Corner,General Medical and Surgical Hospitals,77,63,-14
Southwest Corner,Home Centers,Growing Industries,Southwest Corner,Home Centers,126,95,-31
Southwest Corner,Home Health Care Services,Growing Industries,Southwest Corner,Home Health Care Services,35,84,49
Southwest Corner,Hotels (except Casino Hotels) and Motels,Growing Industries,Southwest Corner,Hotels (except Casino Hotels) and Motels,27,25,-2
Southwest Corner,Human Resources Consulting Services,Growing Industries,Southwest Corner,Human Resources Consulting Services,25,64,39
Southwest Corner,Investment Banking and Securities Dealing,Growing Industries,Southwest Corner,Investment Banking and Securities Dealing,6,14,8
Southwest Corner,Landscaping Services,Growing Industries,Southwest Corner,Landscaping Services,9,18,9
Southwest Corner,Limited-Service Restaurants,Growing Industries,Southwest Corner,Limited-Service Restaurants,76,128,52
Southwest Corner,New Car Dealers,Growing Industries,Southwest Corner,New Car Dealers,17,14,-3
Southwest Corner,Nursing Care Facilities (Skilled Nursing Facilities),Growing Industries,Southwest Corner,Nursing Care Facilities (Skilled Nursing Facilities),7,16,9
Southwest Corner,Office Supplies and Stationery Stores,Growing Industries,Southwest Corner,Office Supplies and Stationery Stores,17,15,-2
Southwest Corner,Offices of Bank Holding Companies,Growing Industries,Southwest Corner,Offices of Bank Holding Companies,4,13,9
Southwest Corner,Other Gasoline Stations,Growing Industries,Southwest Corner,Other Gasoline Stations,5,12,7
Southwest Corner,Paint and Wallpaper Stores,Growing Industries,Southwest Corner,Paint and Wallpaper Stores,16,14,-2
Southwest Corner,Payroll Services,Growing Industries,Southwest Corner,Payroll Services,5,11,6
Southwest Corner,Pet and Pet Supplies Stores,Growing Industries,Southwest Corner,Pet and Pet Supplies Stores,1,14,13
Southwest Corner,Pharmacies and Drug Stores,Growing Industries,Southwest Corner,Pharmacies and Drug Stores,58,54,-4
Southwest Corner,Security Guards and Patrol Services,Growing Industries,Southwest Corner,Security Guards and Patrol Services,28,18,-10
Southwest Corner,Services for the Elderly and Persons with Disabilities,Growing Industries,Southwest Corner,Services for the Elderly and Persons with Disabilities,28,26,-2
Southwest Corner,Software Publishers,Growing Industries,Southwest Corner,Software Publishers,65,136,71
Southwest Corner,Storage Battery Manufacturing,Growing Industries,Southwest Corner,Storage Battery Manufacturing,7,21,14
Southwest Corner,Supermarkets and Other Grocery (except Convenience) Stores,Growing Industries,Southwest Corner,Supermarkets and Other Grocery (except Convenience) Stores,56,95,39
Southwest Corner,Tax Preparation Services,Growing Industries,Southwest Corner,Tax Preparation Services,12,10,-2
Southwest Corner,Warehouse Clubs and Supercenters,Growing Industries,Southwest Corner,Warehouse Clubs and Supercenters,19,13,-6
Southwest Corner,Women's Clothing Stores,Growing Industries,Southwest Corner,Women's Clothing Stores,10,11,1
Three Rivers,Administration of Education Programs,Growing Industries,Three Rivers,Administration of Education Programs,12,11,-1
Three Rivers,Administration of Veterans' Affairs,Growing Industries,Three Rivers,Administration of Veterans' Affairs,54,109,55
Three Rivers,Administrative Management and General Management Consulting Services,Growing Industries,Three Rivers,Administrative Management and General Management Consulting Services,137,130,-7
Three Rivers,All Other Business Support Services,Growing Industries,Three Rivers,All Other Business Support Services,28,13,-15
Three Rivers,All Other Consumer Goods Rental,Growing Industries,Three Rivers,All Other Consumer Goods Rental,10,11,1
Three Rivers,All Other General Merchandise Stores,Growing Industries,Three Rivers,All Other General Merchandise Stores,100,110,10
Three Rivers,All Other Home Furnishings Stores,Growing Industries,Three Rivers,All Other Home Furnishings Stores,16,23,7
Three Rivers,All Other Insurance Related Activities,Growing Industries,Three Rivers,All Other Insurance Related Activities,1,21,20
Three Rivers,All Other Miscellaneous Chemical Product and Preparation Manufacturing,Growing Industries,Three Rivers,All Other Miscellaneous Chemical Product and Preparation Manufacturing,15,13,-2
Three Rivers,All Other Support Services,Growing Industries,Three Rivers,All Other Support Services,5,11,6
Three Rivers,Amusement Arcades,Growing Industries,Three Rivers,Amusement Arcades,14,14,0
Three Rivers,Analytical Laboratory Instrument Manufacturing,Growing Industries,Three Rivers,Analytical Laboratory Instrument Manufacturing,122,128,6
Three Rivers,Architectural Services,Growing Industries,Three Rivers,Architectural Services,20,12,-8
Three Rivers,Assisted Living Facilities for the Elderly,Growing Industries,Three Rivers,Assisted Living Facilities for the Elderly,43,36,-7
Three Rivers,Automobile Manufacturing,Growing Industries,Three Rivers,Automobile Manufacturing,57,60,3
Three Rivers,Automotive Parts and Accessories Stores,Growing Industries,Three Rivers,Automotive Parts and Accessories Stores,122,139,17
Three Rivers,Baked Goods Stores,Growing Industries,Three Rivers,Baked Goods Stores,2,10,8
Three Rivers,Beauty Salons,Growing Industries,Three Rivers,Beauty Salons,20,29,9
Three Rivers,Books Printing,Growing Industries,Three Rivers,Books Printing,13,15,2
Three Rivers,Bottled Water Manufacturing,Growing Industries,Three Rivers,Bottled Water Manufacturing,17,11,-6
Three Rivers,Commercial and Institutional Building Construction,Growing Industries,Three Rivers,Commercial and Institutional Building Construction,15,17,2
Three Rivers,Continuing Care Retirement Communities,Growing Industries,Three Rivers,Continuing Care Retirement Communities,17,16,-1
Three Rivers,Convenience Stores,Growing Industries,Three Rivers,Convenience Stores,78,79,1
Three Rivers,Couriers and Express Delivery Services,Growing Industries,Three Rivers,Couriers and Express Delivery Services,77,171,94
Three Rivers,Courts,Growing Industries,Three Rivers,Courts,19,35,16
Three Rivers,Custom Computer Programming Services,Growing Industries,Three Rivers,Custom Computer Programming Services,14,12,-2
Three Rivers,"Data Processing, Hosting, and Related Services",Growing Industries,Three Rivers,"Data Processing, Hosting, and Related Services",56,104,48
Three Rivers,Department Stores (except Discount Department Stores),Growing Industries,Three Rivers,Department Stores (except Discount Department Stores),102,111,9
Three Rivers,Direct Life Insurance Carriers,Growing Industries,Three Rivers,Direct Life Insurance Carriers,161,214,53
Three Rivers,Discount Department Stores,Growing Industries,Three Rivers,Discount Department Stores,57,85,28
Three Rivers,Drugs and Druggists' Sundries Merchant Wholesalers,Growing Industries,Three Rivers,Drugs and Druggists' Sundries Merchant Wholesalers,26,30,4
Three Rivers,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",Growing Industries,Three Rivers,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",32,34,2
Three Rivers,Electromedical and Electrotherapeutic Apparatus Manufacturing,Growing Industries,Three Rivers,Electromedical and Electrotherapeutic Apparatus Manufacturing,88,99,11
Three Rivers,Electronic Auctions,Growing Industries,Three Rivers,Electronic Auctions,4,11,7
Three Rivers,Electronic Shopping,Growing Industries,Three Rivers,Electronic Shopping,79,270,191
Three Rivers,Electronics Stores,Growing Industries,Three Rivers,Electronics Stores,60,62,2
Three Rivers,Executive Offices,Growing Industries,Three Rivers,Executive Offices,33,18,-15
Three Rivers,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",Growing Industries,Three Rivers,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",5,14,9
Three Rivers,Fitness and Recreational Sports Centers,Growing Industries,Three Rivers,Fitness and Recreational Sports Centers,14,15,1
Three Rivers,Full-Service Restaurants,Growing Industries,Three Rivers,Full-Service Restaurants,218,269,51
Three Rivers,Furniture Stores,Growing Industries,Three Rivers,Furniture Stores,39,50,11
Three Rivers,Gasoline Stations with Convenience Stores,Growing Industries,Three Rivers,Gasoline Stations with Convenience Stores,29,18,-11
Three Rivers,General Automotive Repair,Growing Industries,Three Rivers,General Automotive Repair,41,34,-7
Three Rivers,"General Freight Trucking, Long-Distance, Truckload",Growing Industries,Three Rivers,"General Freight Trucking, Long-Distance, Truckload",105,89,-16
Three Rivers,General Line Grocery Merchant Wholesalers,Growing Industries,Three Rivers,General Line Grocery Merchant Wholesalers,4,15,11
Three Rivers,Greeting Card Publishers,Growing Industries,Three Rivers,Greeting Card Publishers,12,12,0
Three Rivers,Hazardous Waste Treatment and Disposal,Growing Industries,Three Rivers,Hazardous Waste Treatment and Disposal,23,23,0
Three Rivers,"Hobby, Toy, and Game Stores",Growing Industries,Three Rivers,"Hobby, Toy, and Game Stores",14,49,35
Three Rivers,Home Centers,Growing Industries,Three Rivers,Home Centers,244,240,-4
Three Rivers,Home Health Care Services,Growing Industries,Three Rivers,Home Health Care Services,109,261,152
Three Rivers,Human Resources Consulting Services,Growing Industries,Three Rivers,Human Resources Consulting Services,53,71,18
Three Rivers,Industrial Launderers,Growing Industries,Three Rivers,Industrial Launderers,9,17,8
Three Rivers,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial",Growing Industries,Three Rivers,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial",13,34,21
Three Rivers,Insurance Agencies and Brokerages,Growing Industries,Three Rivers,Insurance Agencies and Brokerages,11,11,0
Three Rivers,Internet Publishing and Broadcasting and Web Search Portals,Growing Industries,Three Rivers,Internet Publishing and Broadcasting and Web Search Portals,55,43,-12
Three Rivers,Iron and Steel Mills and Ferroalloy Manufacturing,Growing Industries,Three Rivers,Iron and Steel Mills and Ferroalloy Manufacturing,44,46,2
Three Rivers,Janitorial Services,Growing Industries,Three Rivers,Janitorial Services,13,40,27
Three Rivers,Kidney Dialysis Centers,Growing Industries,Three Rivers,Kidney Dialysis Centers,18,43,25
Three Rivers,Landscaping Services,Growing Industries,Three Rivers,Landscaping Services,60,75,15
Three Rivers,Lessors of Nonresidential Buildings (except Miniwarehouses),Growing Industries,Three Rivers,Lessors of Nonresidential Buildings (except Miniwarehouses),20,15,-5
Three Rivers,Limited-Service Restaurants,Growing Industries,Three Rivers,Limited-Service Restaurants,362,407,45
Three Rivers,Machine Tool Manufacturing,Growing Industries,Three Rivers,Machine Tool Manufacturing,8,15,7
Three Rivers,Marketing Consulting Services,Growing Industries,Three Rivers,Marketing Consulting Services,31,29,-2
Three Rivers,Medical Laboratories,Growing Industries,Three Rivers,Medical Laboratories,78,159,81
Three Rivers,Medicinal and Botanical Manufacturing,Growing Industries,Three Rivers,Medicinal and Botanical Manufacturing,12,15,3
Three Rivers,Office Supplies and Stationery Stores,Growing Industries,Three Rivers,Office Supplies and Stationery Stores,30,16,-14
Three Rivers,Offices of Bank Holding Companies,Growing Industries,Three Rivers,Offices of Bank Holding Companies,10,10,0
Three Rivers,Offices of Certified Public Accountants,Growing Industries,Three Rivers,Offices of Certified Public Accountants,33,26,-7
Three Rivers,Offices of Dentists,Growing Industries,Three Rivers,Offices of Dentists,10,15,5
Three Rivers,Offices of Real Estate Agents and Brokers,Growing Industries,Three Rivers,Offices of Real Estate Agents and Brokers,12,32,20
Three Rivers,Optical Goods Stores,Growing Industries,Three Rivers,Optical Goods Stores,28,30,2
